Data,IVVB11,BOVA11
02/01/2017 16:56:00,"78,64","57,63"
03/01/2017 16:56:00,"76,25","59,75"
04/01/2017 16:56:00,"75,94","59,75"
05/01/2017 16:56:00,"75,26","60,05"
06/01/2017 16:56:00,"76,3","59,85"
09/01/2017 16:56:00,"75,44","59,74"
10/01/2017 16:56:00,"75,24","60,25"
11/01/2017 16:56:00,"75,29","60,47"
12/01/2017 16:56:00,"75,1",62
13/01/2017 16:56:00,"75,84","61,68"
16/01/2017 16:56:00,"76,93","61,9"
17/01/2017 16:56:00,"75,51","62,28"
18/01/2017 16:56:00,"75,81","61,9"
19/01/2017 16:56:00,"75,25","62,1"
20/01/2017 16:56:00,"74,8","62,57"
23/01/2017 16:56:00,"74,33","63,8"
24/01/2017 16:56:00,"75,03","63,91"
26/01/2017 16:56:00,"75,8","64,2"
27/01/2017 16:56:00,"74,81","64,01"
30/01/2017 16:56:00,"73,92","62,26"
31/01/2017 16:56:00,"74,36","62,39"
01/02/2017 16:56:00,"74,04","62,71"
02/02/2017 16:56:00,"73,83","62,65"
03/02/2017 16:56:00,"74,44","63,09"
06/02/2017 16:56:00,"74,23","62,01"
07/02/2017 16:56:00,"74,37","62,01"
08/02/2017 16:56:00,"74,31","62,87"
09/02/2017 16:56:00,"75,11","62,83"
10/02/2017 16:56:00,"74,9","63,99"
13/02/2017 16:56:00,"75,21","64,68"
14/02/2017 16:56:00,"74,82","65,05"
15/02/2017 16:56:00,"74,68","65,85"
16/02/2017 16:56:00,"75,27","65,6"
17/02/2017 16:56:00,"75,5","65,42"
20/02/2017 16:56:00,"75,99","66,35"
21/02/2017 16:56:00,"76,25","66,89"
22/02/2017 16:56:00,"75,28","66,48"
23/02/2017 16:56:00,"75,2","65,32"
24/02/2017 16:56:00,"76,45","64,5"
01/03/2017 16:56:00,"77,15","64,83"
02/03/2017 16:56:00,"78,19","63,5"
03/03/2017 16:56:00,"77,4","64,6"
06/03/2017 16:56:00,"77,69","64,2"
07/03/2017 16:56:00,"76,7","63,82"
08/03/2017 16:56:00,"78,04","62,63"
09/03/2017 16:56:00,"78,76","62,37"
10/03/2017 16:56:00,"77,65","62,55"
13/03/2017 16:56:00,"77,83","63,47"
14/03/2017 16:56:00,"78,16","62,75"
15/03/2017 16:56:00,"77,4","64,11"
16/03/2017 16:56:00,"77,3","63,42"
17/03/2017 16:56:00,"76,95","62,21"
20/03/2017 16:56:00,76,"62,81"
21/03/2017 16:56:00,"75,4","60,98"
22/03/2017 16:56:00,"75,83","61,37"
23/03/2017 16:56:00,"76,6","61,54"
24/03/2017 16:56:00,"76,4","61,88"
27/03/2017 16:56:00,"76,2","62,28"
28/03/2017 16:56:00,"77,1","62,5"
29/03/2017 16:56:00,"76,6","63,48"
30/03/2017 16:56:00,"77,4","63,15"
31/03/2017 16:56:00,"76,5","62,78"
03/04/2017 16:56:00,"76,46","63,08"
04/04/2017 16:56:00,"76,09","63,72"
05/04/2017 16:56:00,"76,3","62,56"
06/04/2017 16:56:00,"77,15",62
07/04/2017 16:56:00,"77,29","62,27"
10/04/2017 16:56:00,"77,09","62,54"
11/04/2017 16:56:00,77,"62,42"
12/04/2017 16:56:00,"76,6","61,68"
13/04/2017 16:56:00,"76,36","60,8"
17/04/2017 16:56:00,"75,97","62,25"
18/04/2017 16:56:00,"76,05","61,95"
19/04/2017 16:56:00,"76,72","61,2"
20/04/2017 16:56:00,"77,35","61,51"
24/04/2017 16:56:00,"77,4","62,29"
25/04/2017 16:56:00,"78,43",63
26/04/2017 16:56:00,"78,83","62,8"
27/04/2017 16:56:00,"79,22","62,46"
28/04/2017 16:56:00,"78,9","63,19"
02/05/2017 16:56:00,"78,43","64,56"
03/05/2017 16:56:00,"78,61","63,96"
04/05/2017 16:56:00,"79,3","62,66"
05/05/2017 16:56:00,"79,29","63,66"
08/05/2017 16:56:00,"79,75","63,42"
09/05/2017 16:56:00,"79,59","64,17"
10/05/2017 16:56:00,"79,08","65,2"
11/05/2017 16:56:00,"78,56","65,35"
12/05/2017 16:56:00,"77,81","65,94"
15/05/2017 16:56:00,"77,82","66,27"
16/05/2017 16:56:00,"77,55","66,45"
17/05/2017 16:56:00,"76,9","65,33"
18/05/2017 16:56:00,"83,5","59,67"
19/05/2017 16:56:00,"80,7","60,61"
22/05/2017 16:56:00,"81,51","59,53"
23/05/2017 16:56:00,"81,65","60,74"
24/05/2017 16:56:00,"82,42","61,17"
25/05/2017 16:56:00,"82,44","61,29"
26/05/2017 16:56:00,"82,36","61,95"
29/05/2017 16:56:00,84,"61,74"
30/05/2017 16:56:00,"82,11","61,9"
31/05/2017 16:56:00,"81,36","60,56"
01/06/2017 16:56:00,"82,25","60,26"
02/06/2017 16:56:00,"82,67","60,35"
05/06/2017 16:56:00,"83,65","60,45"
06/06/2017 16:56:00,"83,13","60,95"
07/06/2017 16:56:00,"83,11","61,19"
08/06/2017 16:56:00,"82,85","60,71"
09/06/2017 16:56:00,"83,45","60,22"
12/06/2017 16:56:00,"83,91","59,65"
13/06/2017 16:56:00,"84,22","59,82"
14/06/2017 16:56:00,"83,51","59,89"
16/06/2017 16:56:00,"83,59","59,61"
19/06/2017 16:56:00,"84,3","60,09"
20/06/2017 16:56:00,"84,85","58,74"
21/06/2017 16:56:00,"84,83","58,78"
22/06/2017 16:56:00,"84,9","59,35"
23/06/2017 16:56:00,"84,95","59,1"
26/06/2017 16:56:00,84,"60,26"
27/06/2017 16:56:00,"83,7","59,75"
28/06/2017 16:56:00,"83,67","59,95"
29/06/2017 16:56:00,"83,47","60,1"
30/06/2017 16:56:00,"83,9","60,93"
03/07/2017 16:56:00,85,"61,09"
04/07/2017 16:56:00,"86,49","61,15"
05/07/2017 16:56:00,"83,61","61,05"
06/07/2017 16:56:00,"83,06","60,42"
07/07/2017 16:56:00,"83,15","60,5"
10/07/2017 16:56:00,"82,55","60,94"
11/07/2017 16:56:00,"82,29","61,7"
12/07/2017 16:56:00,"81,93","62,7"
13/07/2017 16:56:00,"81,9","63,2"
14/07/2017 16:56:00,"81,66","63,34"
17/07/2017 16:56:00,"81,75","63,06"
18/07/2017 16:56:00,"81,1","63,12"
19/07/2017 16:56:00,"81,36","63,09"
20/07/2017 16:56:00,"80,94","62,75"
21/07/2017 16:56:00,"81,14","62,53"
24/07/2017 16:56:00,"81,3","62,93"
25/07/2017 16:56:00,"81,89","63,48"
26/07/2017 16:56:00,"81,4","62,81"
27/07/2017 16:56:00,"81,4","63,05"
28/07/2017 16:56:00,"80,96","63,39"
31/07/2017 16:56:00,"80,55","63,72"
01/08/2017 16:56:00,"80,86","64,23"
02/08/2017 16:56:00,"80,77","64,92"
03/08/2017 16:56:00,"80,5","64,45"
04/08/2017 16:56:00,"80,94","64,71"
07/08/2017 16:56:00,"80,92","65,63"
08/08/2017 16:56:00,"80,98","65,66"
09/08/2017 16:56:00,"81,53","65,44"
10/08/2017 16:56:00,"80,95","64,73"
11/08/2017 16:56:00,"81,1","65,1"
14/08/2017 16:56:00,"82,24","66,02"
15/08/2017 16:56:00,"81,85","66,08"
16/08/2017 16:56:00,"81,27","66,42"
17/08/2017 16:56:00,"80,81","65,8"
18/08/2017 16:56:00,"79,8","66,47"
21/08/2017 16:56:00,"80,52","66,45"
22/08/2017 16:56:00,"81,38","67,78"
23/08/2017 16:56:00,"80,3","68,2"
24/08/2017 16:56:00,"80,4","68,84"
25/08/2017 16:56:00,"80,74","68,65"
28/08/2017 16:56:00,"80,9","68,72"
29/08/2017 16:56:00,"81,08","68,98"
30/08/2017 16:56:00,"81,35","68,53"
31/08/2017 16:56:00,"81,35","68,41"
01/09/2017 16:56:00,"81,59","69,51"
04/09/2017 16:56:00,"81,65","69,84"
05/09/2017 16:56:00,"80,22","69,76"
06/09/2017 16:56:00,"80,25","70,95"
08/09/2017 16:56:00,"79,87","70,71"
11/09/2017 16:56:00,"80,83","71,93"
12/09/2017 16:56:00,"81,83","72,1"
13/09/2017 16:56:00,"81,93","72,27"
14/09/2017 16:56:00,"81,4","71,97"
15/09/2017 16:56:00,"81,55","73,14"
18/09/2017 16:56:00,"82,18","73,5"
19/09/2017 16:56:00,"82,24","73,45"
20/09/2017 16:56:00,"82,32","73,46"
21/09/2017 16:56:00,"82,21","73,07"
22/09/2017 16:56:00,"81,86","72,82"
25/09/2017 16:56:00,"82,46","71,9"
26/09/2017 16:56:00,"82,68","71,85"
27/09/2017 16:56:00,"83,75","71,34"
28/09/2017 16:56:00,"83,5","71,08"
29/09/2017 16:56:00,"83,45","71,58"
02/10/2017 16:56:00,"83,53","71,82"
03/10/2017 16:56:00,"83,36","74,16"
04/10/2017 16:56:00,"83,06","74,02"
05/10/2017 16:56:00,"84,09","74,04"
06/10/2017 16:56:00,"84,1","73,51"
09/10/2017 16:56:00,"84,79","73,21"
10/10/2017 16:56:00,"84,88","74,24"
11/10/2017 16:56:00,"84,69","74,13"
13/10/2017 16:56:00,"84,1","74,45"
16/10/2017 16:56:00,"84,81","74,34"
17/10/2017 16:56:00,"84,6","73,71"
18/10/2017 16:56:00,"85,06","74,09"
19/10/2017 16:56:00,"84,95","73,79"
20/10/2017 16:56:00,"86,02","73,6"
24/10/2017 16:56:00,"87,25","73,86"
25/10/2017 16:56:00,"86,51","74,01"
26/10/2017 16:56:00,"88,26","73,05"
27/10/2017 16:56:00,"87,33","73,37"
30/10/2017 16:56:00,"88,25","72,35"
31/10/2017 16:56:00,"88,06","71,77"
01/11/2017 16:56:00,"88,1","71,27"
03/11/2017 16:56:00,"89,65","71,3"
06/11/2017 16:56:00,"88,35","71,79"
07/11/2017 16:56:00,"88,8","69,97"
08/11/2017 16:56:00,"88,38","71,93"
09/11/2017 16:56:00,"87,8","70,5"
10/11/2017 16:56:00,"88,95","69,97"
13/11/2017 16:56:00,"88,65","70,48"
14/11/2017 16:56:00,"89,55","68,46"
16/11/2017 16:56:00,"88,95","70,17"
17/11/2017 16:56:00,"88,35","70,91"
21/11/2017 16:56:00,"88,73",72
22/11/2017 16:56:00,"87,89","71,9"
23/11/2017 16:56:00,"88,93","71,93"
24/11/2017 16:56:00,88,"71,63"
27/11/2017 16:56:00,"88,1","71,59"
28/11/2017 16:56:00,"88,49","71,86"
29/11/2017 16:56:00,89,"70,25"
30/11/2017 16:56:00,"90,5","69,4"
01/12/2017 16:56:00,"90,11","69,67"
04/12/2017 16:56:00,"90,15","70,53"
05/12/2017 16:56:00,"89,6",70
06/12/2017 16:56:00,"89,45","72,98"
07/12/2017 16:56:00,"91,11",70
08/12/2017 16:56:00,"91,47","70,12"
11/12/2017 16:56:00,"92,12","70,44"
12/12/2017 16:56:00,"92,85","71,4"
13/12/2017 16:56:00,"92,99","70,38"
14/12/2017 16:56:00,"93,02",70
15/12/2017 16:56:00,"92,95","69,95"
18/12/2017 16:56:00,"93,05","70,67"
19/12/2017 16:56:00,"92,55","70,17"
20/12/2017 16:56:00,"92,66","70,9"
21/12/2017 16:56:00,"93,27","72,54"
22/12/2017 16:56:00,"93,95","72,7"
26/12/2017 16:56:00,"93,05","73,25"
27/12/2017 16:56:00,"93,28","73,65"
28/12/2017 16:56:00,"93,55","73,82"
02/01/2018 16:56:00,"92,12","75,1"
03/01/2018 16:56:00,"92,1","75,3"
04/01/2018 16:56:00,"92,42",76
05/01/2018 16:56:00,"92,8","76,44"
08/01/2018 16:56:00,"93,36","76,76"
09/01/2018 16:56:00,"93,95","76,16"
10/01/2018 16:56:00,"93,28","75,6"
11/01/2018 16:56:00,"93,25","76,66"
12/01/2018 16:56:00,"93,7","76,67"
15/01/2018 16:56:00,"95,11","77,07"
16/01/2018 16:56:00,"94,09","77,06"
17/01/2018 16:56:00,"94,95","78,41"
18/01/2018 16:56:00,"94,5","78,1"
19/01/2018 16:56:00,"94,18","78,42"
22/01/2018 16:56:00,95,"78,84"
23/01/2018 16:56:00,"96,52","77,8"
24/01/2018 16:56:00,"93,8","80,83"
26/01/2018 16:56:00,"94,69","82,65"
29/01/2018 16:56:00,"94,83","81,78"
30/01/2018 16:56:00,"94,27","81,61"
31/01/2018 16:56:00,"94,3",82
01/02/2018 16:56:00,"93,91","82,55"
02/02/2018 16:56:00,"93,65","81,24"
05/02/2018 16:56:00,"91,6","79,2"
06/02/2018 16:56:00,"91,5","81,15"
07/02/2018 16:56:00,"92,6","79,96"
08/02/2018 16:56:00,"90,61","78,7"
09/02/2018 16:56:00,"89,3","78,17"
14/02/2018 16:56:00,"91,3","80,6"
15/02/2018 16:56:00,"92,6","81,4"
16/02/2018 16:56:00,"92,95","81,56"
19/02/2018 16:56:00,93,"81,86"
20/02/2018 16:56:00,"92,8","82,94"
21/02/2018 16:56:00,"92,67","83,04"
22/02/2018 16:56:00,"92,4","83,75"
23/02/2018 16:56:00,"93,45","84,29"
26/02/2018 16:56:00,"94,2","84,72"
27/02/2018 16:56:00,"93,7","84,09"
28/02/2018 16:56:00,"92,6","82,5"
01/03/2018 16:56:00,"91,6","82,52"
02/03/2018 16:56:00,"92,15","82,95"
05/03/2018 16:56:00,"92,73","82,9"
06/03/2018 16:56:00,"92,19","82,69"
07/03/2018 16:56:00,"92,97","82,6"
08/03/2018 16:56:00,94,"82,14"
09/03/2018 16:56:00,"95,35","83,4"
12/03/2018 16:56:00,"95,34","83,95"
13/03/2018 16:56:00,"94,87","83,5"
14/03/2018 16:56:00,"94,35","83,14"
15/03/2018 16:56:00,"95,15","82,07"
16/03/2018 16:56:00,"94,79","82,01"
19/03/2018 16:56:00,"93,84","81,09"
20/03/2018 16:56:00,"94,67","81,4"
21/03/2018 16:56:00,"93,45","82,09"
22/03/2018 16:56:00,"91,75","81,79"
23/03/2018 16:56:00,"89,88","81,58"
26/03/2018 16:56:00,"92,25","82,23"
27/03/2018 16:56:00,"91,28","80,98"
28/03/2018 16:56:00,"91,1","81,02"
29/03/2018 16:56:00,"91,66","82,43"
02/04/2018 16:56:00,"89,96","81,85"
03/04/2018 16:56:00,"91,6","81,75"
04/04/2018 16:56:00,"92,75","81,4"
05/04/2018 16:56:00,"93,5","82,37"
06/04/2018 16:56:00,92,"81,94"
09/04/2018 16:56:00,"93,94","80,42"
10/04/2018 16:56:00,"95,3","81,56"
11/04/2018 16:56:00,"94,09","82,45"
12/04/2018 16:56:00,"95,48","82,43"
13/04/2018 16:56:00,"95,7","81,3"
16/04/2018 16:56:00,"96,12","79,98"
17/04/2018 16:56:00,"97,14","81,11"
18/04/2018 16:56:00,"96,35","82,7"
19/04/2018 16:56:00,96,"82,9"
20/04/2018 16:56:00,"95,9","82,74"
23/04/2018 16:56:00,"96,89","82,7"
24/04/2018 16:56:00,"96,12","82,48"
25/04/2018 16:56:00,"96,82","82,08"
26/04/2018 16:56:00,"97,55","83,51"
27/04/2018 16:56:00,"97,2","83,47"
30/04/2018 16:56:00,"97,6","83,18"
02/05/2018 16:56:00,"98,5","81,71"
03/05/2018 16:56:00,"97,45","80,49"
04/05/2018 16:56:00,"98,65","80,26"
07/05/2018 16:56:00,"99,89","79,82"
08/05/2018 16:56:00,"100,43","80,22"
09/05/2018 16:56:00,"102,1","81,35"
10/05/2018 16:56:00,"101,72","82,87"
11/05/2018 16:56:00,"103,5","82,29"
14/05/2018 16:56:00,"104,2","82,39"
15/05/2018 16:56:00,"104,64","82,21"
16/05/2018 16:56:00,"105,5","83,42"
17/05/2018 16:56:00,"106,15","80,78"
18/05/2018 16:56:00,"106,85","80,21"
21/05/2018 16:56:00,"106,1","79,2"
22/05/2018 16:56:00,"104,55",80
23/05/2018 16:56:00,"104,3","78,25"
24/05/2018 16:56:00,"104,86","77,45"
28/05/2018 16:56:00,"107,25","72,69"
29/05/2018 16:56:00,"107,32","73,4"
30/05/2018 16:56:00,"107,37","74,07"
01/06/2018 16:56:00,"108,7","74,62"
04/06/2018 16:56:00,"108,39","75,85"
05/06/2018 16:56:00,"110,31","74,1"
06/06/2018 16:56:00,"113,25","73,47"
07/06/2018 16:56:00,"114,6","71,37"
08/06/2018 16:56:00,"108,72","70,4"
11/06/2018 16:56:00,"109,11","69,86"
12/06/2018 16:56:00,109,"70,27"
13/06/2018 16:56:00,"108,81","69,75"
14/06/2018 16:56:00,"112,05","68,8"
15/06/2018 16:56:00,"109,35","68,11"
18/06/2018 16:56:00,"110,22","67,52"
19/06/2018 16:56:00,"109,2","68,81"
20/06/2018 16:56:00,"110,6","69,51"
21/06/2018 16:56:00,"109,22","67,66"
22/06/2018 16:56:00,110,"68,18"
25/06/2018 16:56:00,"108,5","68,6"
26/06/2018 16:56:00,"109,03",69
27/06/2018 16:56:00,"110,2",68
28/06/2018 16:56:00,"110,54","69,4"
29/06/2018 16:56:00,111,"70,35"
02/07/2018 16:56:00,"112,35","70,3"
03/07/2018 16:56:00,"113,5","71,1"
04/07/2018 16:56:00,"112,04","72,11"
05/07/2018 16:56:00,"113,55","71,87"
06/07/2018 16:56:00,"112,7","72,45"
10/07/2018 16:56:00,"111,85","72,35"
11/07/2018 16:56:00,"113,3","71,76"
12/07/2018 16:56:00,"114,71","73,26"
13/07/2018 16:56:00,"113,7","74,01"
16/07/2018 16:56:00,"114,2","73,95"
17/07/2018 16:56:00,"114,02","75,37"
18/07/2018 16:56:00,"114,15","74,66"
19/07/2018 16:56:00,"113,65","74,65"
20/07/2018 16:56:00,"111,85","75,8"
23/07/2018 16:56:00,"111,75","75,25"
24/07/2018 16:56:00,"111,65","76,5"
25/07/2018 16:56:00,"111,35","77,37"
26/07/2018 16:56:00,"111,8","76,62"
27/07/2018 16:56:00,"110,4","77,13"
30/07/2018 16:56:00,"110,5","77,42"
31/07/2018 16:56:00,"111,58","76,45"
01/08/2018 16:56:00,"111,75","76,46"
02/08/2018 16:56:00,"112,29","76,95"
03/08/2018 16:56:00,"111,2","78,66"
06/08/2018 16:56:00,112,"78,24"
07/08/2018 16:56:00,"113,4","77,49"
08/08/2018 16:56:00,"113,45","76,32"
09/08/2018 16:56:00,"114,7","75,96"
10/08/2018 16:56:00,"115,4","73,8"
13/08/2018 16:56:00,"115,8","74,89"
14/08/2018 16:56:00,"115,8","75,9"
15/08/2018 16:56:00,"115,95","74,39"
16/08/2018 16:56:00,117,"74,14"
17/08/2018 16:56:00,"117,8","73,35"
20/08/2018 16:56:00,"119,42","73,68"
21/08/2018 16:56:00,"122,05","72,51"
22/08/2018 16:56:00,"122,61","74,15"
23/08/2018 16:56:00,"124,35","73,03"
24/08/2018 16:56:00,"124,6","73,68"
27/08/2018 16:56:00,"124,85","75,1"
28/08/2018 16:56:00,"126,12","74,79"
29/08/2018 16:56:00,"126,7","75,68"
30/08/2018 16:56:00,"127,15","73,74"
31/08/2018 16:56:00,"125,2","74,12"
03/09/2018 16:56:00,130,"73,48"
04/09/2018 16:56:00,"127,16","72,07"
05/09/2018 16:56:00,"126,35","72,42"
06/09/2018 16:56:00,"124,8","74,1"
10/09/2018 16:56:00,"124,75",74
11/09/2018 16:56:00,"126,85","72,13"
12/09/2018 16:56:00,"126,7","72,57"
13/09/2018 16:56:00,"128,15","72,02"
14/09/2018 16:56:00,"128,35","72,81"
17/09/2018 16:56:00,"126,2","74,07"
18/09/2018 16:56:00,"127,33","75,35"
19/09/2018 16:56:00,"127,5","75,27"
20/09/2018 16:56:00,"126,45","75,33"
21/09/2018 16:56:00,"125,55","76,5"
24/09/2018 16:56:00,"126,35","75,2"
25/09/2018 16:56:00,"125,51","75,88"
26/09/2018 16:56:00,"123,7","75,85"
27/09/2018 16:56:00,"122,85","77,07"
28/09/2018 16:56:00,"124,1","76,61"
01/10/2018 16:56:00,"124,16","75,8"
02/10/2018 16:56:00,"121,4","78,78"
03/10/2018 16:56:00,"120,2","80,29"
04/10/2018 16:56:00,"119,54","79,88"
05/10/2018 16:56:00,"117,72","79,45"
08/10/2018 16:56:00,115,"83,64"
09/10/2018 16:56:00,"113,6",83
10/10/2018 16:56:00,111,"80,73"
11/10/2018 16:56:00,"109,12","80,15"
15/10/2018 16:56:00,"109,1","80,46"
16/10/2018 16:56:00,"110,75","82,6"
17/10/2018 16:56:00,"109,45","82,72"
19/10/2018 16:56:00,"108,56","81,22"
22/10/2018 16:56:00,"107,45","82,62"
23/10/2018 16:56:00,"107,2","82,29"
24/10/2018 16:56:00,"105,35","80,15"
25/10/2018 16:56:00,"106,2","81,03"
26/10/2018 16:56:00,103,"82,71"
29/10/2018 16:56:00,"104,05","80,81"
30/10/2018 16:56:00,"104,9","83,76"
31/10/2018 16:56:00,"106,95","84,08"
01/11/2018 16:56:00,"107,19","85,25"
05/11/2018 16:56:00,"108,4","86,1"
06/11/2018 16:56:00,109,"85,28"
07/11/2018 16:56:00,"111,8","84,59"
08/11/2018 16:56:00,"110,9","82,6"
09/11/2018 16:56:00,"109,25","82,52"
12/11/2018 16:56:00,"109,3","82,35"
13/11/2018 16:56:00,"110,2","81,64"
14/11/2018 16:56:00,"109,08","82,65"
16/11/2018 16:56:00,"108,52","85,3"
19/11/2018 16:56:00,"107,75","84,3"
21/11/2018 16:56:00,"107,1","84,28"
22/11/2018 16:56:00,"107,3","84,3"
23/11/2018 16:56:00,106,"83,03"
26/11/2018 16:56:00,"111,14","82,34"
27/11/2018 16:56:00,"110,05","84,49"
28/11/2018 16:56:00,"111,5",86
29/11/2018 16:56:00,"112,49","86,38"
30/11/2018 16:56:00,"112,9","86,37"
03/12/2018 16:56:00,"113,42","86,49"
04/12/2018 16:56:00,"110,9","85,23"
05/12/2018 16:56:00,112,"86,03"
06/12/2018 16:56:00,"109,85","85,54"
07/12/2018 16:56:00,"109,15","84,93"
10/12/2018 16:56:00,"109,55","82,86"
11/12/2018 16:56:00,"109,55","83,5"
12/12/2018 16:56:00,"109,2","83,9"
13/12/2018 16:56:00,"109,12","84,28"
14/12/2018 16:56:00,"108,35","84,21"
17/12/2018 16:56:00,"105,67","83,24"
18/12/2018 16:56:00,"105,45","83,5"
19/12/2018 16:56:00,"104,15","82,5"
20/12/2018 16:56:00,101,"82,42"
21/12/2018 16:56:00,"100,65","82,44"
26/12/2018 16:56:00,"100,5","82,14"
27/12/2018 16:56:00,"99,65","82,65"
28/12/2018 16:56:00,"102,7","84,6"
02/01/2019 16:56:00,"100,52","87,9"
03/01/2019 16:56:00,"97,99",88
04/01/2019 16:56:00,"99,7","88,5"
07/01/2019 16:56:00,"101,15","88,48"
08/01/2019 16:56:00,"101,2","88,83"
09/01/2019 16:56:00,"101,26","90,32"
10/01/2019 16:56:00,"102,01","90,42"
11/01/2019 16:56:00,102,"90,38"
14/01/2019 16:56:00,"101,8","91,21"
15/01/2019 16:56:00,103,"90,61"
16/01/2019 16:56:00,"104,15","91,15"
17/01/2019 16:56:00,"104,53","91,97"
18/01/2019 16:56:00,"105,96","92,61"
21/01/2019 16:56:00,"105,7","92,64"
22/01/2019 16:56:00,"105,45","91,4"
23/01/2019 16:56:00,"104,85","93,1"
24/01/2019 16:56:00,"105,84","94,17"
28/01/2019 16:56:00,"105,52","92,08"
29/01/2019 16:56:00,"104,09","92,19"
30/01/2019 16:56:00,"104,75","93,52"
31/01/2019 16:56:00,"104,52",94
01/02/2019 16:56:00,"104,9","94,36"
04/02/2019 16:56:00,"105,68","95,03"
05/02/2019 16:56:00,"106,47","94,8"
06/02/2019 16:56:00,"107,24","91,27"
07/02/2019 16:56:00,"106,57",91
08/02/2019 16:56:00,"106,8","91,7"
11/02/2019 16:56:00,"107,9","90,99"
12/02/2019 16:56:00,"108,59","92,45"
13/02/2019 16:56:00,"110,09","92,6"
14/02/2019 16:56:00,"108,92","94,34"
15/02/2019 16:56:00,"108,9","94,04"
19/02/2019 16:56:00,"109,74","92,98"
20/02/2019 16:56:00,"110,25","93,78"
21/02/2019 16:56:00,"111,18","93,17"
22/02/2019 16:56:00,"110,99","93,58"
25/02/2019 16:56:00,"111,42","94,44"
26/02/2019 16:56:00,"111,45","93,77"
27/02/2019 16:56:00,"110,79","94,12"
28/02/2019 16:56:00,"111,25","93,84"
01/03/2019 16:56:00,"112,46","91,85"
06/03/2019 16:56:00,"112,85","91,08"
07/03/2019 16:56:00,"113,16","90,76"
08/03/2019 16:56:00,"112,88","91,05"
11/03/2019 16:56:00,"113,94","91,85"
12/03/2019 16:56:00,"113,47","94,55"
13/03/2019 16:56:00,114,"94,4"
14/03/2019 16:56:00,"114,99","95,31"
15/03/2019 16:56:00,"114,52","94,95"
18/03/2019 16:56:00,"114,45","95,53"
19/03/2019 16:56:00,"114,25","96,38"
20/03/2019 16:56:00,"112,44","96,06"
21/03/2019 16:56:00,"115,26","94,35"
22/03/2019 16:56:00,"116,31","93,01"
25/03/2019 16:56:00,"114,89","90,25"
26/03/2019 16:56:00,"116,08","90,35"
27/03/2019 16:56:00,"117,87","91,91"
28/03/2019 16:56:00,"116,87","88,1"
29/03/2019 16:56:00,"118,15","91,02"
01/04/2019 16:56:00,"118,18","91,81"
02/04/2019 16:56:00,"117,95","92,35"
03/04/2019 16:56:00,"118,65","91,83"
04/04/2019 16:56:00,"117,95","91,16"
05/04/2019 16:56:00,"118,99","92,87"
08/04/2019 16:56:00,"118,42","93,56"
09/04/2019 16:56:00,118,"93,78"
10/04/2019 16:56:00,"117,45","92,7"
11/04/2019 16:56:00,"118,55","92,49"
12/04/2019 16:56:00,"120,8","91,38"
15/04/2019 16:56:00,"119,6","89,51"
16/04/2019 16:56:00,"120,69","89,81"
17/04/2019 16:56:00,"121,65",91
18/04/2019 16:56:00,"121,85",90
22/04/2019 16:56:00,"121,82","91,16"
23/04/2019 16:56:00,"122,4","91,2"
24/04/2019 16:56:00,124,"92,37"
25/04/2019 16:56:00,"123,88","91,6"
26/04/2019 16:56:00,"122,68","92,9"
29/04/2019 16:56:00,"123,8","92,63"
30/04/2019 16:56:00,"122,85","92,72"
02/05/2019 16:56:00,"122,69","92,88"
03/05/2019 16:56:00,"123,35","92,08"
06/05/2019 16:56:00,"123,24","92,6"
07/05/2019 16:56:00,122,"91,61"
08/05/2019 16:56:00,"120,7","90,98"
09/05/2019 16:56:00,"120,93","92,11"
10/05/2019 16:56:00,"121,18","91,37"
13/05/2019 16:56:00,"119,01","90,8"
14/05/2019 16:56:00,"120,07","88,31"
15/05/2019 16:56:00,121,"88,76"
16/05/2019 16:56:00,"123,59","87,87"
17/05/2019 16:56:00,"125,91","86,56"
20/05/2019 16:56:00,"123,9","86,74"
21/05/2019 16:56:00,"123,3","88,83"
22/05/2019 16:56:00,"123,3","91,19"
23/05/2019 16:56:00,"121,74","90,96"
24/05/2019 16:56:00,"121,29","90,43"
27/05/2019 16:56:00,"121,5","90,25"
28/05/2019 16:56:00,"120,5","91,5"
29/05/2019 16:56:00,"117,77","92,85"
30/05/2019 16:56:00,"118,25","93,06"
31/05/2019 16:56:00,"115,05","93,96"
03/06/2019 16:56:00,"113,58","93,59"
04/06/2019 16:56:00,"115,1","93,48"
05/06/2019 16:56:00,"117,38","93,8"
06/06/2019 16:56:00,"117,8","92,64"
07/06/2019 16:56:00,"118,78","93,69"
10/06/2019 16:56:00,"119,61","94,22"
11/06/2019 16:56:00,"118,76","93,85"
12/06/2019 16:56:00,"118,65","95,42"
13/06/2019 16:56:00,"118,91","94,66"
14/06/2019 16:56:00,"120,09","95,14"
17/06/2019 16:56:00,"120,09","94,51"
18/06/2019 16:56:00,"120,15","94,25"
19/06/2019 16:56:00,"120,09","95,77"
21/06/2019 16:56:00,"119,77","96,63"
24/06/2019 16:56:00,"120,21","98,22"
25/06/2019 16:56:00,"119,7","98,31"
26/06/2019 16:56:00,"119,05","96,36"
27/06/2019 16:56:00,"119,29","96,85"
28/06/2019 16:56:00,"119,7","97,07"
01/07/2019 16:56:00,"121,62","97,11"
02/07/2019 16:56:00,"122,25","97,45"
03/07/2019 16:56:00,"121,07","96,77"
04/07/2019 16:56:00,"122,8","98,32"
