Data,IVVB11,BOVA11
07/11/2023 16:56:00,"236,78","111,56"
08/11/2023 16:56:00,"238,2","114,75"
09/11/2023 16:56:00,"237,95","114,81"
10/11/2023 16:56:00,"240,15","115,67"
13/11/2023 16:56:00,"240,4","115,52"
14/11/2023 16:56:00,"242,75","115,18"
16/11/2023 16:56:00,"243,65","117,01"
17/11/2023 16:56:00,"245,85","116,82"
20/11/2023 16:56:00,"244,7","119,61"
21/11/2023 16:56:00,"246,17","120,96"
22/11/2023 16:56:00,"247,95","121,21"
23/11/2023 16:56:00,"247,5","122,25"
24/11/2023 16:56:00,"248,1","121,76"
27/11/2023 16:56:00,247,"122,15"
28/11/2023 16:56:00,"246,01","122,83"
29/11/2023 16:56:00,"247,5","121,66"
30/11/2023 16:56:00,"249,7","121,94"
01/12/2023 16:56:00,"248,9","122,72"
04/12/2023 16:56:00,"250,85","122,27"
05/12/2023 16:56:00,"249,75","123,57"
06/12/2023 16:56:00,"247,7","124,12"
07/12/2023 16:56:00,"249,5","122,96"
08/12/2023 16:56:00,"251,85","123,01"
11/12/2023 16:56:00,"253,25","121,72"
12/12/2023 16:56:00,"255,9","122,29"
13/12/2023 16:56:00,257,"123,31"
14/12/2023 16:56:00,"257,5","123,11"
15/12/2023 16:56:00,"259,05","122,6"
18/12/2023 16:56:00,"257,8","126,12"
19/12/2023 16:56:00,"257,2","126,88"
20/12/2023 16:56:00,"256,2","126,28"
21/12/2023 16:56:00,"256,8","127,27"
22/12/2023 16:56:00,"256,25","128,05"
26/12/2023 16:56:00,"256,15","126,82"
27/12/2023 16:56:00,"256,21","128,35"
28/12/2023 16:56:00,"257,61","128,94"
